"","movie_id","movie_title","genre","Documentary","Short","Horror","Adventure","Fantasy","Action","Crime","Drama","Romance","History","Comedy","Family","War","Sport","Biography","Mystery","Sci-Fi","Thriller","Animation","Western","Music","Musical","Film-Noir","Adult","Talk-Show","News","Reality-TV","Game-Show"
"22",4518,"Recreation (1914)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",4546,"The Rounders (1914)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",4936,"The Bank (1915)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",4972,"The Birth of a Nation (1915)","Drama|History|War",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",5074,"The Champion (1915)","Short|Comedy|Sport",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",5078,"The Cheat (1915)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",5530,"L'héroïsme de Paddy (1915)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",5571,"A Jitney Elopement (1915)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",5960,"Regeneration (1915)","Biography|Crime|Drama",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",6177,"The Tramp (1915)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",6206,"Les vampires (1915)","Action|Adventure|Crime",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",6414,"Behind the Screen (1916)","Short|Comedy|Romance",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",6437,"The Blacklist (1916)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",6684,"The Fireman (1916)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",6689,"The Floorwalker (1916)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",6864,"Intolerance: Love's Struggle Throughout the Ages (1916)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",7162,"The Pawnshop (1916)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",7264,"The Rink (1916)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",7507,"The Vagabond (1916)","Short|Comedy|Romance",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",7832,"The Cure (1917)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",7880,"Easy Street (1917)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",8133,"The Immigrant (1917)","Short|Comedy|Drama",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",8395,"Otets Sergiy (1918)","Biography|Drama|History",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",9018,"A Dog's Life (1918)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",9340,"The Man Who Woke Up (1918)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",9678,"Take a Chance (1918)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",9893,"Die Austernprinzessin (1919)","Comedy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",9968,"Broken Blossoms or The Yellow Man and the Girl (1919)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",10247,"Herr Arnes pengar (1919)","Drama|History",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",10258,"His Royal Slyness (1920)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",10323,"Das Cabinet des Dr. Caligari (1920)","Horror|Mystery",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"53",10806,"True Heart Susie (1919)","Comedy|Drama|Romance",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",10930,"Young Mr. Jazz (1919)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",11130,"Dr. Jekyll and Mr. Hyde (1920)","Drama|Horror|Sci-Fi",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"56",11267,"Headin' Home (1920)","Biography|Comedy|Drama",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",11508,"Neighbors (1920)","Short|Comedy|Romance",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",11541,"One Week (1920)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",11607,"Prästänkan (1920)","Comedy|Drama|Horror",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",11656,"The Scarecrow (1920)","Comedy|Short|Family",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",11717,"The Son of Tarzan (1920)","Action|Adventure",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",11841,"Way Down East (1920)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",11870,"Within Our Gates (1920)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",12224,"The Goat (1921)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",12278,"The 'High Sign' (1921)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",12349,"The Kid (1921)","Comedy|Drama|Family",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",12364,"Körkarlen (1921)","Drama|Fantasy|Horror",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",12532,"Orphans of the Storm (1921)","Drama|History",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",12651,"Schloß Vogeloed (1921)","Crime|Drama|Horror",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",12844,"White and Unmarried (1921)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",13025,"Cops (1922)","Short|Comedy|Family",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",13086,"Dr. Mabuse, der Spieler - Ein Bild der Zeit (1922)","Crime|Mystery|Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"73",13099,"The Electric House (1922)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",13140,"Foolish Wives (1922)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",13257,"Häxan (1922)","Documentary|Fantasy|Horror",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",13427,"Nanook of the North (1922)","Documentary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",13442,"Nosferatu, eine Symphonie des Grauens (1922)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",13626,"La souriante Madame Beudet (1923)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",13741,"Das Weib des Pharao (1922)","Drama|History",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",13858,"The Balloonatic (1923)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",14142,"The Hunchback of Notre Dame (1923)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",14341,"Our Hospitality (1923)","Comedy|Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"83",14417,"La roue (1923)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",14429,"Safety Last! (1923)","Comedy|Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"85",14532,"The Ten Commandments (1923)","Biography|Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",14538,"Three Ages (1923)","Comedy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",14624,"A Woman of Paris: A Drama of Fate (1923)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",14664,"Alice's Spooky Adventure (1924)","Animation|Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"89",14872,"Entr'acte (1924)","Short",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",14972,"He Who Gets Slapped (1924)","Drama|Romance|Thriller",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"91",15002,"Hot Water (1924)","Comedy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",15064,"Der letzte Mann (1924)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",15163,"The Navigator (1924)","Action|Comedy",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",15174,"Die Nibelungen: Kriemhilds Rache (1924)","Drama|Adventure|Fantasy",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",15175,"Die Nibelungen: Siegfried (1924)","Fantasy|Drama|Adventure",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",15310,"The Sea Hawk (1924)","Adventure|Drama|Romance",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",15324,"Sherlock Jr. (1924)","Action|Comedy",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",15361,"Stachka (1925)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",15400,"The Thief of Bagdad (1924)","Adventure|Family|Fantasy",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",15532,"Die Abenteuer des Prinzen Achmed (1926)","Animation|Adventure|Fantasy",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101",15624,"The Big Parade (1925)","Drama|Romance|War",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",15648,"Bronenosets Potyomkin (1925)","Drama|History|War",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",15768,"Du skal ære din hustru (1925)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",15772,"De adelaar (1925)","Action|Comedy|Drama",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",15864,"The Gold Rush (1925)","Adventure|Comedy|Drama",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",15881,"Greed (1924)","Drama|Thriller",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"107",16172,"Oh, Doctor! (1925)","Comedy",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",16220,"The Phantom of the Opera (1925)","Horror",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",16230,"The Pleasure Garden (1925)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",16332,"Seven Chances (1925)","Comedy|Family|Romance",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",16544,"The Wizard of Oz (1925)","Comedy|Family|Fantasy",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",16600,"Along Came Auntie (1926)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",16847,"Faust - Eine deutsche Volkssage (1926)","Drama|Fantasy|Horror",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",16903,"45 Minutes from Hollywood (1926)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",16954,"Hell's Four Hundred (1926)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",17075,"The Lodger: A Story of the London Fog (1927)","Crime|Drama|Mystery",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"117",17136,"Metropolis (1927)","Drama|Sci-Fi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"118",17196,"Nana (1926)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",17350,"The Scarlet Letter (1926)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",17423,"Sparrows (1926)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",17463,"3 Bad Men (1926)","Romance|Western",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"122",17668,"Berlin: Die Sinfonie der Grosstadt (1927)","Documentary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",17729,"Call of the Cuckoo (1927)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",17765,"College (1927)","Comedy|Drama|Sport",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",17825,"Downhill (1927)","Adventure|Drama|Thriller",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"126",17836,"Duck Soup (1927)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",17841,"East Side, West Side (1927)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",17843,"Easy Virtue (1928)","Romance|Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"129",17925,"The General (1926)","Action|Adventure|Comedy",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",18033,"It (1927)","Comedy|Romance",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",18037,"The Jazz Singer (1927)","Drama|Music|Musical",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"132",18051,"The Kid Brother (1927)","Comedy|Drama|Family",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",18106,"Love 'Em and Weep (1927)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",18192,"Napoléon (1927)","Biography|Drama|History",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",18217,"Oktyabr (1928)","Drama|History",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",18294,"Putting Pants on Philip (1927)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",18328,"The Ring (1927)","Drama|Romance|Sport",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",18356,"Sailors, Beware! (1927)","Short|Comedy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",18368,"The Second 100 Years (1927)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",18452,"Sugar Daddies (1927)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",18455,"Sunrise: A Song of Two Humans (1927)","Comedy|Drama|Romance",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",18526,"Underworld (1927)","Crime|Drama|Film-Noir",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"143",18528,"The Unknown (1927)","Drama|Horror|Romance",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",18578,"Wings (1927)","Drama|Romance|War",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",18583,"With Love and Hisses (1927)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",18684,"Beggars of Life (1928)","Adventure|Drama",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",18737,"Die Büchse der Pandora (1929)","Crime|Drama|Romance",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",18742,"The Cameraman (1928)","Comedy|Romance|Family",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",18773,"The Circus (1928)","Comedy|Romance",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",18806,"The Crowd (1928)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",18839,"The Docks of New York (1928)","Crime|Drama|Film-Noir",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"152",18860,"Early to Bed (1928)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",18876,"The Farmer's Wife (1928)","Comedy|Drama|Romance",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",18890,"The Finishing Touch (1928)","Comedy|Short",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",19109,"Lonesome (1928)","Comedy|Drama|Romance",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",19130,"The Man Who Laughs (1928)","Drama|Horror|Mystery",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"157",19195,"The Mysterious Lady (1928)","Drama|Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",19254,"La passion de Jeanne d'Arc (1928)","Biography|Drama|History",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",19286,"Potomok Chingis-Khana (1928)","Drama|War",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",19344,"Sadie Thompson (1928)","Drama",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
